Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
Luxe 3BR/2BA Near Downtown•Sleeps 9• Netflix•Wi-Fi,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown Aurora house #1,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cranberry Cottage Studio by the Sea w fireplace,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Americana Cottage 2-Bed by the Sea w fireplace,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Seascapes Cottage 1-Bed by the Sea w fireplace,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sand and Surf Cottage 2-Bed by the Sea w fireplace,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mermaid Cottage 1-bedroom beach cottage,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern Downtown Phoenix Condo Near Hance Park,en Hance Park Condominiums,"{'lat': 33.4610157, 'lng': -112.0713462}",1,0,1,0,1,0,0,18,14,1
Mid-century Modern Impeccable Remodel with Hot Tub,9 Creation Pte Ltd @ Tradehub 21,"{'lat': 1.328382, 'lng': 103.752966}",1,2,1,0,0,1,0,18,0,1
L&R,L Concept,"{'lat': 1.3029247, 'lng': 103.7644726}",1,2,2,0,0,1,1,18,5,1
Westgate CozySuites by stadium w pool 3,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Wynwood Amazing Condo Sleeps 5 Close to Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Paradise Valley Getaway -3BD, near Kierland Commons,Mayo- Family Friendly",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Creek House,Creek House Dim Sum Restaurant,"{'lat': 37.9113788, 'lng': -122.0618866}",1,1,0,0,0,0,0,18,9,0
Directly on the Beach with Pool & Ocean View,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Babbling River Mtn Home - 3 Master Suites - Hot Tub - Great Price!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
NW SA Lackland AFB/Sea World minutes away,Best Western Near Lackland AFB/Seaworld,"{'lat': 29.459969, 'lng': -98.6252171}",1,1,0,0,0,0,0,18,9,0
Grand Cloudcroft Hotel,Grand Cloudcroft Hotel,"{'lat': 32.9564238, 'lng': -105.7343721}",0,0,1,0,0,0,2,19,4,0
Wonderful 1 bd in heart of Santa Monica,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Industrial Designer Flat,Leposh Construction Pte Ltd,"{'lat': 1.3382477, 'lng': 103.7557994}",1,2,1,0,0,1,0,18,0,0
Affordable Luxury Vacation Home,HomeAway Asia,"{'lat': 1.292809, 'lng': 103.842937}",3,3,3,0,2,0,1,18,6,0
Spacious Retreat w/ Hot Tub. Perfect for Families,Sofitel Singapore Sentosa Resort & Spa,"{'lat': 1.2457019, 'lng': 103.8277056}",2,0,6,0,1,0,0,18,10,0
"Heated Pool, Strong WI-FI, TV, Tiki Bar & Grill!",WET Deck,"{'lat': 1.2461984, 'lng': 103.8423677}",5,0,1,0,3,1,0,18,3,0
Beautiful Denver Carriage House,Carriage House Apartments,"{'lat': 39.6699095, 'lng': -104.9596}",2,0,0,0,2,1,0,18,6,0
Memphis Midtown Oasis in the heart of Midtown!,Oasis Hookah Lounge - Madison Social,"{'lat': 35.1380352, 'lng': -90.0096097}",1,0,1,0,1,0,0,18,13,1
Charming and Spacious 3-Bedroom San Antonio Retreat with Private Backyard,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Attic Room # 1 at The North End. NEW PRIVATE ROOM near Providence College,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury 2 BR NEAR NYC w/ ROOFTOP LOUNGE,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Skyline Serenity Retreat,Serenity At Port Dickson,"{'lat': 2.4210542, 'lng': 101.8779725}",0,0,0,0,0,0,0,18,17,0
The Villa-Suite # 2 at Federal Hill*NEW 2 BR APT on Atwells Ave.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
4879 Luster Leaf Circle 205,4879 Luster Leaf Cir APT 205,"{'lat': 33.742034, 'lng': -78.8561761}",0,0,0,0,0,0,0,18,18,0
Stonegate Lodge Saltwater Pool 2 Queen Beds Firepit Fast WiFi Room #307,No information found,N/A,0,0,0,0,0,0,0,0,0,0
7 Point Ranch,Seven Point Ranch,"{'lat': 45.3430252, 'lng': -110.7576141}",1,0,0,0,1,0,0,18,3,0
High Floor Corner 2 BDR in Hyde Resort,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Coastal Condo with Private Beach!,Gold Coast,"{'lat': 1.290403, 'lng': 103.774851}",2,0,1,0,0,0,1,18,6,0
"Motel 6 Gonzales, LA Baton Rouge Geismar Prairieville I 10","Motel 6 Gonzales, LA - Baton Rouge / Geismar / Prairieville I-10","{'lat': 30.2095994, 'lng': -90.9537898}",1,1,0,0,0,0,0,18,8,0
Zion Village Private Poolside Home,Zion Village Resort,"{'lat': 37.1819042, 'lng': -113.3263484}",5,0,0,1,0,0,0,18,4,0
Luxury 1800sq.ft Home - Sleeps 8,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern Monkey Island Condo Walk to Grand Lake!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Federal Hill Luxury + City Charm,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Studio 6 Gonzales, LA Baton Rouge Geismar Prairieville I 10","Studio 6 Gonzales, LA - Baton Rouge / Geismar / Prairieville I-10","{'lat': 30.209074, 'lng': -90.95362}",1,1,0,0,0,0,0,18,8,0
"Cozy & affordable, Spacious Condo by the lake",My Cosy Corner,"{'lat': 1.3238664, 'lng': 103.8100595}",6,0,2,0,0,0,1,18,0,0
Southern Charm,Southern Charm,"{'lat': 40.5568929, 'lng': -111.8688229}",1,0,0,0,0,0,0,18,10,0
Worldmark,Worldmark Singapore,"{'lat': 1.3520311, 'lng': 103.8606544}",0,1,0,0,0,0,0,18,2,0
Reduced! Newly Renovated Luxe West Beaumont w Priv,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Swamp Rabbit l 3 Mi to dwtn GVL l Bikes l Park Pass l King,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Magnificent Middleburg Getaway,Midway Inn,"{'lat': -25.7746678, 'lng': 29.4938478}",0,1,0,0,1,0,0,18,4,0
Reduced! Casa Paz - Historic Home Walking Distance,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Amazing Townhome minutes from parks,No information found,N/A,0,0,0,0,0,0,0,0,0,0
76 Family Inn,76 Family Inn,"{'lat': 36.6444628, 'lng': -93.28615839999999}",1,0,0,0,1,0,0,18,18,0
Minutes to Broadway Large 2Br/2Ba with Private balcony and FREE private parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
CCS LLC,Comprehensive Consulting Solutions,"{'lat': 39.2453059, 'lng': -76.8357123}",0,1,1,0,0,1,0,18,5,0
"Waterfront Gem, 2 Bedroom HOA Community of Whitestone BRONX Free Parking",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Midtown Bohemian Retreat,The Bohemian,"{'lat': 1.2838152, 'lng': 103.8449171}",3,0,0,1,1,0,0,18,18,0
* - The Leucadia Beach Grotto - * An Encinitas Gem,Leucadia State Beach (Beacon's),"{'lat': 33.0651901, 'lng': -117.3047175}",0,0,1,0,0,0,1,18,12,1
New! Modern 3BR/2BA Near Downtown/Foosball/Netflix,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Balcony Ocean View ! Pool - WiFi - Gym - Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1600ft TriBeCa Townhouse - Luxury & Spacious,Tribeca by the Waterfront,"{'lat': 1.2910451, 'lng': 103.8344191}",1,0,0,0,1,0,0,18,18,0
family house in davenport 5 rooms with Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sunny Gainesville Home about Half-Mi to UF Campus!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Endless Summer Oasis Heated Pool And Putting Green,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Champion's Suite Newly Built Upscale Central,The Suites @ Central,"{'lat': 1.2985564, 'lng': 103.8368045}",1,0,0,0,0,0,0,18,18,0
The Botanical Suite Newly Built Upscale Central,The Botanic on Lloyd,"{'lat': 1.297032, 'lng': 103.839527}",3,2,0,1,0,1,0,18,7,0
13 Luxury apartment,The Luxurie,"{'lat': 1.3890435, 'lng': 103.8963965}",1,1,0,0,0,1,1,18,0,0
Direct Oceanfront Hyde Residence,H Hollywood Resort and Residences,"{'lat': 25.9867683, 'lng': -80.1187289}",2,0,0,0,1,0,0,18,18,0
Lower Penthouse 3BD 3BA Beach Gym and Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lovely Ocean View Condo Beach Service 704,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge King Bed WIFI 50 in Roku TV Salt Water Pool Room # 101,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Nature Retreat Luxury Glamping on Lakefront Estate,Into the Woods,"{'lat': 1.2288001, 'lng': 103.8536963}",3,0,6,0,1,0,0,18,7,0
Waterman Blvd,Waterman Blvd,"{'lat': 38.64963840000001, 'lng': -90.2827587}",0,0,4,0,1,0,1,18,9,1
Regency Inn & Suites,Regency Suites,"{'lat': 1.2844402, 'lng': 103.8291009}",3,1,0,0,1,0,0,18,12,0
Lovely Lexington Home 4 Mi to Downtown!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Midtown Memphis- free ride to down town,Memphis Area Rideshare,"{'lat': 35.1489924, 'lng': -90.05231719999999}",2,0,1,0,0,0,0,18,15,1
The Jungle Room,Jungle Ballroom,"{'lat': 1.2787268, 'lng': 103.8423292}",6,0,0,1,1,0,0,18,11,0
Downtown Luxury Living 5star,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Contemporary Ocean View Suite - Heart of Waikiki!,Ocean Suite Waikiki,"{'lat': 21.2783695, 'lng': -157.83127}",0,0,0,0,0,0,0,18,18,0
Lake House Westchase area. Heated Pool Waterfront!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge King Bed WIFI 50in Roku TV Salt Water Pool Room #102,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Red Cliff Condos #3i,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Dale Hollow Cottage with Covered Porch and Lake Views!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Henderson Home Away From Home,Cozy Home Furniture and Furnishing Pte Ltd,"{'lat': 1.3351925, 'lng': 103.8876045}",2,0,0,0,0,1,0,18,9,0
Beach House Oasis,Beach House Pictures Pte Ltd,"{'lat': 1.2753529, 'lng': 103.7963106}",3,0,1,0,0,0,3,18,2,0
Cozy Cabin-Style Condo in Central Location,The Suites @ Central,"{'lat': 1.2985564, 'lng': 103.8368045}",1,0,0,0,0,0,0,18,18,0
The Beary Top,Beary Best! Hostel Chinatown,"{'lat': 1.2840375, 'lng': 103.8452373}",3,0,0,1,1,0,0,18,18,0
The Seahorse Apt - Lakeside and Close to the Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
10 minutes from downtown,No information found,N/A,0,0,0,0,0,0,0,0,0,0
~Hummingbird Hideaway~1BR+Ensuite+PvtEntry+HotTub!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lower Room In Home,The Cinnamon Room,"{'lat': 1.2760918, 'lng': 103.7954127}",3,0,1,0,0,0,3,18,2,0
306 Sandcastles,No information found,N/A,0,0,0,0,0,0,0,0,0,0
15mins AU & Golf: 4bd - Eclectic - BBQ Grill,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury-inn in the heart of Miami,Miami River Inn,"{'lat': 25.7726101, 'lng': -80.20137439999999}",1,0,0,0,1,0,0,18,18,0
Downtown Deluxe,Club DLux,"{'lat': 1.297491, 'lng': 103.8567369}",1,1,0,0,0,0,0,18,16,0
Dog Friendly! Creekside Retreat! Waterfront!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Luxury 2 bedroom apartment, close to NYC!",Luxury Rentals Manhattan,"{'lat': 40.7552067, 'lng': -73.9816033}",0,0,0,0,1,0,0,18,18,0
Home away from home.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Getaway / Privacy Suite B,Sofitel Singapore Sentosa Resort & Spa,"{'lat': 1.2457019, 'lng': 103.8277056}",2,0,6,0,1,0,0,18,10,0
"Liberty Lodge - Ideal Location Heated Pool, Hot Tub, No Pet Fee",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beautiful Brand new 3bedroom home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Louisiana State Cabin,Poverty Point Reservoir State Park,"{'lat': 32.482759, 'lng': -91.49405399999999}",1,0,0,0,0,0,1,18,1,0
Cargo District Vintage Vibes,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Rustic Apt in 18th c Berkshire Farmhouse,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury City View Townhouse in Uptown Charlotte,The VUE Charlotte On 5th,"{'lat': 35.231204, 'lng': -80.8449677}",0,0,0,0,0,0,0,18,15,0
Bright Boho Apt in 18th c Berkshire Farmhouse,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Pagosa Springs Golf Course Vacation Rental with View,Pagosa Springs Rentals,"{'lat': 37.3383581, 'lng': -106.9446997}",0,0,1,0,0,0,2,20,8,0
New Listing! Beach Walk Newly Renovated - Walk To Vanderbilt Beach!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Tranquil Getaway for the Entire Family,No information found,N/A,0,0,0,0,0,0,0,0,0,0
LilyBear Cabin,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Frida Home on the East Side,Frieda Beer Garden & German Restaurant,"{'lat': 1.2937444, 'lng': 103.8513533}",4,0,1,0,1,0,1,18,11,0
Dream Stay Near Crystal Bridges Museum & Amazeum,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Hot tub & Unique Rooftop-Hollywood Broad-walk,Aquazzi Asia,"{'lat': 1.358662, 'lng': 103.965278}",0,1,1,0,0,1,0,18,6,0
Cozy Cabin - New Tiny Cabin with Hot Tub/Fire Pit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio #104,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Newly Remodeled Home Near Lake & Naval Academy Six flags 15 mins away Enjoy Hot Tub & King Bed,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Jones N by the Beach by AvantStay Walk to Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Classic Charm with Modern Flair,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio #155,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio #211,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio #158,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mountain view - level parking - one level,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Leeny’s Lodge,Lenny's Homestay (Raub 勞勿民宿),"{'lat': 3.7820646, 'lng': 101.8542056}",0,0,0,0,0,0,0,18,1,0
Peace in the Valley,CHIJ Our Lady Queen Of Peace,"{'lat': 1.3667455, 'lng': 103.7674463}",1,0,1,0,0,2,1,18,0,0
Star of the Sea,Church of Our Lady Star of The Sea,"{'lat': 1.4373099, 'lng': 103.8376121}",1,0,0,0,0,1,0,18,1,0
Majestic View Hideaway,Majestic View Hideaway at Eagles Nest,"{'lat': 36.1867618, 'lng': -81.9089635}",1,0,0,0,1,0,1,18,6,0
"SKI Bike, Hike & Golf Townhouse w/ Hot tub",Ulricehamns Ski Center,"{'lat': 57.8201993, 'lng': 13.4129803}",1,0,0,0,0,0,0,18,3,0
The Mountain Sanctuary,Mountain Sanctuary Park,"{'lat': -25.8537818, 'lng': 27.4734496}",1,0,2,0,0,0,6,20,9,0
Holly Tree Hideaway - Semi Secluded Mtn Setting,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Fantastic 1-Bedroom Close to Reliant Stadium & Medical Center,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mick's Hideaway - Semi-Secluded,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Tami's Dream - Beautiful 3 BR, 2.5BA, new hot tub!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mountain Escape Chalet-Paradise!,Mountain Escape Chalet,"{'lat': 38.2157766, 'lng': -80.91290649999999}",0,0,0,0,0,0,3,19,7,0
Cozy South Anchorage Apartment Unit!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Madrona Sunset,Madrona Beach,"{'lat': 48.2173208, 'lng': -122.5340498}",0,0,1,0,0,0,0,18,0,0
Modern 3 Bed 2 Bath Near Downtown Indianapolis,No information found,N/A,0,0,0,0,0,0,0,0,0,0
A luxurious Oasis,Unique Rentals - Luxurious Oasis,"{'lat': 41.3953316, 'lng': 2.1670017}",2,0,0,0,0,0,1,18,17,0
Adorable Bay Side Condo - Lei Lani Village 112,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Balloon fiesta home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Windmark - Dexley Dunes,Lancelin Sand Dunes,"{'lat': -31.0020631, 'lng': 115.3307129}",1,0,1,0,0,1,1,18,2,0
"Marina Apartment Pool,Gym,Jacuzzi",Virgin Active Marina One,"{'lat': 1.2779539, 'lng': 103.8527623}",2,0,1,0,2,0,0,18,3,0
Getaway on the Bay,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Absolute Bliss Lodge,Absolute Bliss,"{'lat': 36.4351755, 'lng': 25.4218212}",2,0,0,0,1,0,0,18,18,0
Cozy Place in Old Seminole Heights + 2 Queen + 1Sofa Bed,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lost Bluff Casa,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Butte Vacation Rental - Close to Museums!,National Museum of Singapore,"{'lat': 1.296613, 'lng': 103.8485091}",0,1,3,0,0,0,1,18,13,1
Sunrise beach house 2709 kashton st,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Artful Escape at Marietta Square,The Escapery,"{'lat': 33.9783096, 'lng': -84.561824}",1,0,1,0,1,0,1,18,5,0
Mary's Place - Studio surrounded by nature but close to High Point,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cabins of Toledo Bend: Modern Wood Infused Cabin,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Nautical 2 Bedroom in the of Heart Marina del Rey,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Oceanview Paradise at the Beach,Paradise Ocean View Condominium,"{'lat': 13.0104747, 'lng': 100.9281557}",2,0,1,0,0,0,0,18,10,0
Shades of Grey,White Shades,"{'lat': 1.2812142, 'lng': 103.8485753}",4,0,1,0,1,0,0,18,8,0
"Serenity awaits you, with full resort access",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Super cute and cozy,W39 Bistro & Bakery,"{'lat': 1.3084697, 'lng': 103.7624039}",4,0,0,0,0,1,0,18,3,0
New 4 Bed luxury house w/Private Heated Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown Tucson House,Sosa-Carrillo-Frémont House,"{'lat': 32.2194397, 'lng': -110.9744298}",2,0,0,0,1,0,0,18,15,0
One Bedroom Paradise Steps To Beach - Sleeps 5,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Large 5BR Retreat - Gym - Games - I-25,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stylish & Cozy 2BDR & 2BTH in SM with Balcony for 6 pax,Stylish Mobile Shop,"{'lat': 1.4883278, 'lng': 103.7603962}",1,0,0,1,1,0,0,18,18,0
GREAT Central Location! Cabin Near Sugar Beech Boone,Beulahland Cabins,"{'lat': 36.2352289, 'lng': -81.597529}",0,0,1,0,0,0,1,18,1,0
PingPong Table Dog Park Close By & Grass Backyard,Dog Run @ Clementi Woods Park,"{'lat': 1.3030208, 'lng': 103.7668887}",4,0,0,0,0,1,0,18,4,0
Luxury Apt Close to AMP/Steps to Greenway/Pool/Gym,No information found,N/A,0,0,0,0,0,0,0,0,0,0
romantic boho style bayside condo,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Carriage Stone Farm & Horse Ranch,Carriage Stone Farm,"{'lat': 41.36220549999999, 'lng': -72.8070907}",0,0,0,0,0,0,0,18,0,0
Saginaw Home with Fenced Yard 11 Mi to Fort Worth!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Palm Cove Motel,Palm Cove Motel | Clearwater Motel,"{'lat': 27.9599358, 'lng': -82.7370954}",2,0,0,0,1,0,0,18,7,0
Sweet bedroom located central of downtown,Sweet Dreams Furniture,"{'lat': 1.3385661, 'lng': 103.8851742}",1,0,0,0,0,0,0,18,0,0
iKlektik House // Robin,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Downtown Cottage Comfort,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Economy Hotel Atlanta,Economy Hotel Atlanta,"{'lat': 33.7640205, 'lng': -84.5280617}",1,0,1,0,2,0,0,18,3,0
Ocean City Beach Retreat with Linens Included,Ocean City Beach & Linen Rental,"{'lat': 38.39812010000001, 'lng': -75.062868}",1,0,0,0,1,0,0,18,16,0
Cozy Cottage w/Pioneer Peak View,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Poolside Orlando Oasis,The Oasis Beach Bar,"{'lat': 28.4608821, 'lng': -81.46355679999999}",0,0,0,0,0,0,0,18,18,0
iKlektik House // Cardinal,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Midcentury Modern Beauty - Long Stay Discounts,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lighthouse 1416 Southern Charm,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Fantastic Ocean Views with Pool Access I NMB,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Economy Hotel Glenwood,Economy Hotel Glenwood,"{'lat': 33.7346956, 'lng': -84.2293067}",0,0,0,0,0,1,0,18,2,0
Cozy house in Schererville,Omelette House Restaurant,"{'lat': 41.4878568, 'lng': -87.47141420000001}",0,0,0,0,0,2,0,18,2,0
3 King Beds/3Baths Spacious,No information found,N/A,0,0,0,0,0,0,0,0,0,0
TRAVELER'S INN,Savy Travelers Inn ( Bed & Breakfast ) - Private Room,"{'lat': 1.5015093, 'lng': 103.596222}",0,0,0,0,0,0,1,18,5,0
Country Roads 1-bedroom apartment close to TTU and downtown,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Tranquil,Forest home w/Lake View",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Family Home by Disney+Knotts, Pool,Game Room",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Ski Condo with Hot Tubs & Targhee Shuttle,Urban Resort,"{'lat': 1.3041279, 'lng': 103.8377685}",1,1,0,0,0,0,0,18,17,0
Pine Tree Lodge,Pine Tree Lodge,"{'lat': 29.8786159, 'lng': -94.15737229999999}",1,0,0,0,0,0,0,18,1,0
Lazy Bear Cabin,Lazy Bear Cabin,"{'lat': 40.4152444, 'lng': -77.47446479999999}",0,0,1,0,0,0,0,19,2,0
Capitol Hill Modern Studio with Free Parking!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spacious East Orange Home Steps to Elmwood Park!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Amazing Capitol Hill Apartment with Free Parking!,The Heights on Capitol Hill Apartments,"{'lat': 47.6196689, 'lng': -122.3218579}",0,0,0,0,1,0,0,18,18,0
"King Bed + Studio! Free Parking, Patio, WFH Space!",Workspace,"{'lat': 1.2938684, 'lng': 103.8423118}",3,0,0,0,0,0,0,18,18,0
Lovely 2 bedroom apart w/ ocean view @ the beach 8,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Queen Anne Abode - 1 Block from CPA! - Free Parking!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
PickleBall Court Close to the FrontRunner Station,Clementi Sport Hall,"{'lat': 1.311218, 'lng': 103.765148}",2,2,2,0,0,1,1,18,5,1
Right off i215 Pets Allowed Close to Ski Resorts,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Casita Guayaba,Casita Guayaba,"{'lat': 9.6579716, 'lng': -85.0954593}",2,0,0,0,0,0,0,18,16,0
Made in the Shade RP808,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1 Hotel Modern King Suite 1BR 1 5BA w Ocean View,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Paradise Cozysuites Under the Palms w jacuzzi 19,No information found,N/A,0,0,0,0,0,0,0,0,0,0
SeaWorld Retreat: 4BR House/Jacuzzi/BBQ,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cleneay #1 Private 3 Bed near Xavier & Downton,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Paradise Cozysuites Under the Palms w jacuzzi 21,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Paradise Cozysuites Under the Palms w jacuzzi 20,No information found,N/A,0,0,0,0,0,0,0,0,0,0
CozySuites Paradise under the palm trees 21,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Private Pool, 18 minutes to universal studios",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Full Kitchen , Dream bathroom will be a memory:)",Bathroom Accessories World Dream,"{'lat': 1.3268459, 'lng': 103.8485746}",0,1,0,0,0,0,0,18,13,0
CozySuites - 2BR with Direct Skybridge Access #7,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cabin in Long Pond Gameroom Pool Table,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Relaxing, Modern Cabin w/ Hot Tub and Game Room",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"LOVELY 2 BEDROOMS APPARTEMENT, LAUNDRY/PARKING/TV",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Wood Manor Guest House,Wood Manor Guest House,"{'lat': 33.192346, 'lng': -87.5414653}",0,0,0,0,0,0,0,18,11,0
